transaction_id,user_id,stock_id,transaction_type,transaction_date,quantity,price_per_share,total_amount,commission,transaction_status
650,14,22,SELL,2023-05-17 12:51:37,100,174.8081,17480.81,1.47,Completed
651,19,19,BUY,2023-03-07 11:09:13,10,105.9558,1059.56,8.7,Completed
652,56,16,BUY,2023-05-19 15:42:32,100,148.5838,14858.38,9.3,Completed
653,97,23,BUY,2023-07-25 15:34:13,10,175.8554,1758.55,7.06,Completed
654,77,19,BUY,2023-03-21 14:26:00,500,108.7421,54371.05,1.88,Cancelled
655,10,42,SELL,2023-05-17 14:12:09,250,567.1399,141784.98,6.23,Completed
656,98,34,SELL,2023-03-24 11:37:06,50,166.6969,8334.84,3.83,Completed
657,49,39,BUY,2023-04-19 10:27:40,25,143.5572,3588.93,2.84,Completed
658,34,30,BUY,2023-12-05 12:15:02,100,223.9065,22390.65,4.97,Pending
659,96,12,BUY,2023-07-18 09:39:14,100,192.764,19276.4,0.6,Completed
660,60,10,BUY,2023-11-03 11:06:16,250,15.1823,3795.57,9.82,Completed
661,92,13,SELL,2023-10-05 13:35:32,25,121.9637,3049.09,4.52,Pending
662,70,32,BUY,2023-03-03 13:59:34,25,300.5076,7512.69,0.45,Pending
663,30,40,SELL,2023-06-26 15:43:56,25,216.5269,5413.17,9.5,Completed
664,62,3,SELL,2023-11-22 12:21:43,25,38.1579,953.95,5.95,Completed
665,48,26,BUY,2023-06-16 14:05:08,25,251.0367,6275.92,7.08,Completed
666,3,44,BUY,2024-02-19 10:34:52,250,635.1026,158775.65,3.34,Cancelled
667,87,36,BUY,2024-02-23 12:50:16,25,175.4393,4385.98,4.54,Completed
668,52,17,BUY,2024-01-08 12:25:41,10,182.0142,1820.14,7.63,Completed
669,53,14,BUY,2024-03-11 10:47:06,10,151.7531,1517.53,9.73,Cancelled
670,95,25,BUY,2023-07-21 10:09:36,50,152.909,7645.45,6.72,Pending
671,31,50,BUY,2024-03-08 09:49:15,50,167.306,8365.3,4.54,Completed
672,23,30,BUY,2023-12-12 14:57:16,25,295.214,7380.35,1.18,Completed
673,99,49,SELL,2023-05-31 13:52:22,250,157.0886,39272.15,6.2,Cancelled
674,36,2,BUY,2024-02-22 14:01:18,25,33.4557,836.39,0.13,Completed
675,39,16,SELL,2023-08-01 13:44:10,250,181.5679,45391.98,1.13,Completed
676,100,36,SELL,2023-07-14 11:29:24,100,296.1653,29616.53,5.89,Completed
677,27,36,BUY,2023-09-18 12:30:04,25,197.0386,4925.97,4.75,Completed
678,21,10,BUY,2023-04-14 15:25:05,10,43.4987,434.99,7.48,Completed
679,10,38,BUY,2024-03-04 09:32:29,10,232.4852,2324.85,2.34,Completed
680,17,1,BUY,2024-01-01 15:32:12,25,25.1085,627.71,4.71,Completed
681,28,36,SELL,2023-06-14 11:47:00,25,327.9762,8199.41,5.41,Cancelled
682,81,17,BUY,2024-01-17 12:15:41,25,150.6832,3767.08,8.67,Completed
683,64,36,SELL,2024-01-15 14:58:12,25,331.9003,8297.51,9.84,Completed
684,75,28,BUY,2024-01-09 15:59:10,50,236.0061,11800.31,8.73,Completed
685,5,20,BUY,2024-02-29 11:27:36,10,160.2808,1602.81,0.99,Completed
686,60,22,BUY,2023-04-21 15:06:14,10,291.3859,2913.86,5.53,Cancelled
687,13,1,BUY,2023-12-06 13:18:50,250,25.56,6390.0,5.3,Completed
688,92,21,BUY,2023-10-02 13:54:59,50,296.4445,14822.23,0.1,Completed
689,30,4,SELL,2024-01-10 10:41:30,25,45.2678,1131.69,0.23,Completed
690,21,2,BUY,2024-01-18 09:36:11,100,49.1184,4911.84,7.02,Completed
691,6,3,SELL,2023-09-15 09:41:34,25,18.6794,466.99,3.53,Cancelled
692,80,23,SELL,2023-03-15 13:19:52,100,234.8057,23480.57,6.88,Completed
693,52,4,BUY,2023-06-01 13:19:48,10,23.7304,237.3,8.68,Completed
694,100,44,SELL,2024-01-08 09:39:32,50,230.482,11524.1,1.0,Completed
695,87,18,SELL,2023-06-23 14:27:20,10,181.647,1816.47,7.27,Completed
696,11,31,SELL,2023-10-11 13:56:27,100,307.5434,30754.34,4.52,Cancelled
697,51,41,BUY,2023-09-14 14:20:49,100,623.2608,62326.08,3.66,Completed
698,44,25,SELL,2023-08-24 10:16:11,25,231.9274,5798.19,3.56,Completed
699,12,22,SELL,2023-10-31 10:55:44,10,280.9667,2809.67,4.22,Cancelled
700,57,8,BUY,2024-01-08 13:18:59,25,32.4791,811.98,9.84,Completed
701,29,19,SELL,2023-04-28 11:39:07,25,147.1474,3678.68,5.9,Completed
702,79,15,BUY,2023-07-10 14:47:58,50,159.9896,7999.48,0.71,Completed
703,88,44,BUY,2023-06-29 13:28:06,25,610.6816,15267.04,6.36,Completed
704,19,36,SELL,2023-11-06 15:33:33,50,179.5023,8975.11,4.1,Completed
705,85,2,SELL,2023-08-09 12:26:21,50,40.352,2017.6,1.83,Completed
706,87,10,BUY,2023-11-24 15:53:06,50,20.2068,1010.34,5.34,Completed
707,20,42,SELL,2023-05-24 11:00:08,25,194.3111,4857.78,9.9,Completed
708,18,41,BUY,2023-06-29 10:22:20,50,491.8634,24593.17,4.11,Completed
709,94,22,BUY,2024-01-05 15:11:25,500,210.6126,105306.3,7.32,Completed
710,51,14,BUY,2023-10-23 14:07:54,10,198.852,1988.52,7.43,Completed
711,53,42,BUY,2023-04-24 09:44:00,50,555.406,27770.3,6.62,Completed
712,4,11,BUY,2023-12-07 11:27:54,100,100.9937,10099.37,9.05,Completed
713,77,8,SELL,2023-08-08 15:36:05,50,43.0975,2154.88,2.94,Completed
714,51,4,BUY,2024-01-05 09:35:33,10,20.3422,203.42,1.5,Completed
715,24,39,BUY,2023-05-25 11:06:04,50,162.1191,8105.95,8.88,Completed
716,23,41,BUY,2023-11-21 11:07:34,100,510.9091,51090.91,7.46,Cancelled
717,77,7,BUY,2023-03-20 13:59:56,100,39.5246,3952.46,4.72,Completed
718,72,10,SELL,2023-09-27 14:02:46,500,34.2214,17110.7,4.86,Completed
719,83,6,BUY,2023-06-09 14:21:03,10,49.6797,496.8,9.94,Completed
720,38,36,SELL,2023-03-14 14:45:09,25,109.7611,2744.03,1.39,Completed
721,52,32,BUY,2023-12-13 10:16:51,10,311.492,3114.92,7.73,Cancelled
722,61,2,SELL,2023-11-14 12:58:12,50,46.8817,2344.09,6.93,Completed
723,12,49,SELL,2023-11-10 11:08:05,50,491.3895,24569.47,1.67,Completed
724,34,10,BUY,2023-07-20 10:59:21,100,33.3377,3333.77,8.9,Completed
725,77,42,BUY,2024-03-05 15:05:33,10,634.7047,6347.05,6.97,Cancelled
726,90,23,SELL,2023-08-11 13:17:26,100,196.6598,19665.98,6.86,Completed
727,38,44,BUY,2023-08-02 11:42:40,50,260.0261,13001.3,1.33,Completed
728,87,5,BUY,2023-08-16 14:53:20,25,20.1994,504.99,8.5,Completed
729,82,7,SELL,2024-02-14 15:04:55,50,23.8557,1192.78,5.68,Completed
730,67,9,SELL,2023-07-05 12:23:02,50,37.1428,1857.14,5.97,Completed
731,44,24,BUY,2023-07-21 10:34:21,25,215.3115,5382.79,7.17,Completed
732,2,17,SELL,2023-12-12 15:43:22,25,148.0561,3701.4,2.75,Completed
733,51,24,SELL,2023-10-13 13:53:13,50,164.5881,8229.41,9.73,Completed
734,48,8,BUY,2023-04-05 12:38:49,25,45.1733,1129.33,3.29,Completed
735,56,38,BUY,2023-05-09 13:53:15,10,339.8789,3398.79,4.07,Completed
736,67,23,BUY,2023-05-12 09:44:06,500,244.122,122061.0,0.76,Completed
737,93,40,BUY,2024-01-01 10:48:55,50,346.6294,17331.47,8.76,Completed
738,16,37,SELL,2023-06-12 10:29:55,10,122.5149,1225.15,1.54,Completed
739,88,49,BUY,2023-09-08 15:03:03,100,313.6358,31363.58,2.44,Completed
740,6,26,BUY,2023-12-26 10:50:04,50,190.7839,9539.19,1.45,Completed
741,21,50,SELL,2023-08-16 11:21:07,10,229.8182,2298.18,3.84,Completed
742,52,42,SELL,2023-03-03 09:33:03,25,567.6226,14190.57,4.59,Completed
743,45,12,BUY,2023-08-18 14:34:20,100,128.7884,12878.84,1.43,Completed
744,80,32,SELL,2023-08-16 13:32:20,10,149.2063,1492.06,2.3,Completed
745,98,26,BUY,2023-10-16 09:38:43,25,166.8225,4170.56,3.54,Cancelled
746,20,40,SELL,2023-12-05 14:15:28,10,212.7927,2127.93,6.99,Completed
747,54,23,BUY,2023-11-22 10:01:50,10,171.1877,1711.88,5.04,Completed
748,40,21,BUY,2024-02-12 13:57:50,10,150.4144,1504.14,0.04,Completed
749,63,39,BUY,2023-10-02 14:10:25,50,359.158,17957.9,9.76,Completed
750,74,10,BUY,2023-07-18 09:41:13,50,27.4519,1372.6,2.56,Completed
751,39,14,BUY,2024-01-30 10:27:44,50,101.2195,5060.97,0.36,Completed
752,49,36,SELL,2023-10-20 12:49:07,10,111.2201,1112.2,0.94,Completed
753,90,3,BUY,2023-07-10 12:56:45,10,18.1834,181.83,7.95,Completed
754,69,4,SELL,2023-12-01 09:42:10,25,15.0689,376.72,6.11,Completed
755,85,30,SELL,2023-06-29 10:21:51,10,231.3023,2313.02,9.39,Completed
756,79,31,SELL,2023-05-10 15:52:45,50,238.0155,11900.77,8.78,Completed
757,77,4,SELL,2023-03-13 14:15:48,50,27.6257,1381.28,4.37,Completed
758,99,21,SELL,2023-10-20 14:15:31,50,207.4785,10373.92,2.45,Pending
759,95,38,BUY,2024-01-15 12:30:31,10,299.4384,2994.38,1.53,Completed
760,33,20,SELL,2023-06-07 09:37:19,50,191.7975,9589.88,8.24,Completed
761,41,19,SELL,2023-03-14 13:22:58,100,118.2095,11820.95,2.41,Pending
762,65,24,SELL,2024-01-26 15:04:29,10,276.8294,2768.29,4.89,Completed
763,87,43,BUY,2023-08-14 11:25:45,25,577.8044,14445.11,9.96,Completed
764,5,8,BUY,2023-05-11 09:53:28,25,38.144,953.6,2.6,Completed
765,24,18,SELL,2024-03-08 09:46:49,10,154.6721,1546.72,0.22,Completed
766,93,28,BUY,2023-04-14 12:34:05,25,273.593,6839.83,2.04,Completed
767,11,14,BUY,2023-04-28 10:03:18,10,175.9409,1759.41,0.46,Completed
768,13,46,SELL,2023-04-06 11:10:31,10,470.3412,4703.41,1.95,Completed
769,48,32,BUY,2023-09-12 09:42:10,50,349.5679,17478.4,5.42,Completed
770,21,37,SELL,2023-10-18 14:50:59,10,287.5187,2875.19,7.75,Completed
771,84,9,SELL,2023-04-14 09:56:58,50,28.9673,1448.37,9.95,Completed
772,25,25,BUY,2023-06-01 11:31:33,250,201.8724,50468.1,3.02,Completed
773,93,27,BUY,2023-05-31 14:44:21,25,284.5095,7112.74,9.41,Completed
774,50,5,BUY,2023-03-13 11:46:42,50,39.2623,1963.12,6.94,Pending
775,96,35,BUY,2023-03-13 10:21:29,25,252.8183,6320.46,4.35,Completed
776,6,19,BUY,2024-01-03 11:08:56,250,106.4673,26616.82,8.93,Completed
777,1,28,SELL,2024-03-04 11:47:57,25,278.4965,6962.41,1.37,Completed
778,49,32,SELL,2023-03-29 12:21:04,50,352.3089,17615.44,0.16,Completed
779,48,40,BUY,2023-04-18 12:35:00,250,208.9997,52249.92,8.55,Completed
780,11,10,BUY,2023-05-17 10:51:03,25,33.6679,841.7,0.65,Completed
781,61,14,BUY,2024-02-02 11:52:20,50,109.3354,5466.77,6.95,Completed
782,51,22,BUY,2024-01-15 10:36:02,50,249.6194,12480.97,9.18,Completed
783,76,6,SELL,2023-05-15 09:39:43,250,32.351,8087.75,7.01,Cancelled
784,10,40,BUY,2023-09-26 10:36:56,10,248.52,2485.2,8.85,Completed
785,19,10,SELL,2024-02-29 09:32:24,10,24.0436,240.44,5.09,Completed
786,11,13,BUY,2023-08-16 14:22:22,10,188.9328,1889.33,5.44,Completed
787,36,7,BUY,2023-06-08 13:36:13,25,18.6332,465.83,0.69,Completed
788,100,17,BUY,2023-08-25 13:24:16,10,157.3485,1573.49,7.54,Completed
789,10,30,BUY,2023-11-22 14:58:01,50,295.7265,14786.32,2.23,Completed
790,34,43,BUY,2023-07-20 10:53:35,25,239.5418,5988.55,7.62,Pending
791,37,24,BUY,2023-07-11 14:06:26,50,240.0706,12003.53,9.3,Completed
792,5,40,BUY,2024-01-03 15:02:34,50,231.7086,11585.43,5.31,Completed
793,24,13,BUY,2023-07-12 11:49:22,10,109.3837,1093.84,3.34,Completed
794,76,43,SELL,2023-08-02 14:03:43,100,315.05,31505.0,2.29,Completed
795,5,37,BUY,2024-01-26 15:13:17,25,386.1097,9652.74,5.34,Completed
796,74,46,BUY,2023-07-18 10:51:36,25,323.6612,8091.53,5.08,Completed
797,41,4,SELL,2023-06-22 12:23:32,50,31.6557,1582.79,0.43,Completed
798,39,27,SELL,2023-03-08 10:52:26,100,175.1504,17515.04,5.69,Completed
799,38,47,SELL,2024-03-12 12:20:39,100,447.114,44711.4,9.19,Completed
800,27,24,SELL,2023-05-22 11:09:41,50,293.4485,14672.43,2.78,Completed
801,42,22,SELL,2023-09-20 11:57:38,10,261.2698,2612.7,4.14,Cancelled
802,27,4,BUY,2023-09-15 15:18:11,10,46.4613,464.61,6.01,Completed
803,14,6,BUY,2023-09-21 12:46:21,50,46.7001,2335.01,6.33,Completed
804,81,39,BUY,2023-03-08 15:05:35,25,143.1551,3578.88,5.39,Completed
805,94,50,BUY,2023-07-12 12:35:43,25,331.4071,8285.18,2.42,Completed
806,63,47,SELL,2023-08-16 15:06:58,50,376.9886,18849.43,1.34,Completed
807,67,35,BUY,2023-12-13 12:02:25,25,279.3158,6982.9,1.49,Completed
808,38,4,SELL,2024-01-26 11:58:55,50,31.5937,1579.68,9.1,Completed
809,2,50,SELL,2023-08-25 12:31:49,50,379.354,18967.7,6.29,Completed
810,10,20,BUY,2023-09-13 13:32:00,50,198.1447,9907.24,6.32,Completed
811,27,2,BUY,2023-12-26 09:41:52,100,28.0645,2806.45,4.43,Completed
812,9,46,BUY,2023-11-14 12:31:54,100,580.3012,58030.12,3.83,Completed
813,7,19,SELL,2023-05-25 15:09:59,10,166.4535,1664.53,7.93,Completed
814,20,9,BUY,2023-11-13 13:48:15,50,43.6467,2182.34,3.17,Completed
815,58,23,BUY,2023-08-01 14:15:49,25,156.2838,3907.1,0.7,Completed
816,29,47,BUY,2023-05-30 09:47:09,25,586.525,14663.12,6.02,Completed
817,93,44,BUY,2024-01-05 12:53:17,25,646.7316,16168.29,8.1,Completed
818,67,14,BUY,2024-02-19 13:20:54,50,123.4796,6173.98,9.42,Completed
819,1,25,SELL,2023-04-06 09:43:02,50,246.8574,12342.87,7.61,Pending
820,44,38,BUY,2023-09-08 10:03:09,25,181.6001,4540.0,4.37,Completed
821,53,12,SELL,2023-03-02 09:37:03,100,134.0417,13404.17,9.52,Completed
822,65,38,BUY,2024-01-12 13:30:23,250,307.6509,76912.72,5.2,Completed
823,4,5,BUY,2023-12-12 14:06:04,250,29.4838,7370.95,7.54,Completed
824,42,16,BUY,2024-02-09 15:51:46,100,137.7923,13779.23,7.64,Completed
825,25,25,BUY,2023-11-20 11:12:36,10,181.779,1817.79,6.63,Completed
826,72,34,SELL,2023-03-07 11:45:07,250,352.2161,88054.02,2.88,Completed
827,69,24,BUY,2023-05-30 11:46:53,10,272.6042,2726.04,9.81,Completed
828,43,36,BUY,2023-08-22 13:01:07,50,292.8704,14643.52,5.16,Completed
829,82,26,SELL,2023-11-13 15:00:32,25,206.0881,5152.2,8.26,Completed
830,36,19,SELL,2023-08-16 14:06:01,25,171.705,4292.62,5.08,Completed
831,4,43,SELL,2023-11-06 14:38:02,25,596.9677,14924.19,1.7,Completed
832,89,23,BUY,2024-01-11 09:48:27,50,246.8786,12343.93,9.0,Completed
833,42,40,BUY,2023-06-12 09:43:55,50,115.9384,5796.92,6.19,Completed
834,39,40,BUY,2023-11-16 09:44:05,50,365.7715,18288.58,6.03,Completed
835,5,12,SELL,2024-01-04 09:39:38,10,149.9205,1499.2,6.2,Completed
836,28,34,SELL,2023-04-19 09:35:10,10,366.237,3662.37,4.76,Completed
837,31,23,SELL,2023-11-24 12:29:31,25,202.9446,5073.61,7.46,Completed
838,42,34,SELL,2023-12-28 13:27:12,25,300.0349,7500.87,3.46,Completed
839,3,1,BUY,2023-05-04 15:35:28,10,40.2438,402.44,2.31,Completed
840,21,48,BUY,2023-12-07 14:41:28,100,560.7917,56079.17,6.38,Completed
841,82,29,SELL,2023-10-25 09:51:03,25,199.1182,4977.95,2.82,Completed
842,39,5,BUY,2023-08-11 11:55:48,100,24.2144,2421.44,1.06,Completed
843,82,22,BUY,2023-03-06 13:57:07,25,238.2972,5957.43,9.9,Completed
844,83,35,BUY,2024-01-01 13:10:51,100,266.8047,26680.47,2.25,Completed
845,80,12,BUY,2023-12-19 15:02:28,10,189.266,1892.66,6.84,Completed
846,79,49,BUY,2023-05-23 13:11:38,10,397.26,3972.6,3.89,Completed
847,77,11,BUY,2023-06-12 09:53:18,50,164.3387,8216.93,8.7,Completed
848,82,22,BUY,2024-03-08 11:22:45,250,197.587,49396.75,0.09,Completed
849,44,36,SELL,2023-04-13 12:46:23,25,380.8151,9520.38,6.96,Completed
850,94,15,BUY,2023-09-15 09:56:57,50,128.1549,6407.74,2.2,Completed
851,29,41,BUY,2023-10-19 12:15:29,50,588.8958,29444.79,0.61,Pending
852,99,12,SELL,2023-09-05 10:13:10,10,114.4756,1144.76,1.38,Completed
853,14,5,SELL,2023-08-07 12:13:32,25,28.1693,704.23,9.05,Completed
854,74,15,BUY,2024-01-16 13:19:40,25,149.0783,3726.96,2.88,Completed
855,56,15,SELL,2023-11-14 09:30:09,50,168.2938,8414.69,1.94,Completed
856,83,26,SELL,2023-04-27 09:42:57,10,233.8211,2338.21,3.53,Completed
857,61,30,SELL,2023-11-01 12:50:02,10,283.9472,2839.47,8.63,Completed
858,64,6,BUY,2023-09-27 12:38:58,50,43.5706,2178.53,2.59,Completed
859,21,15,BUY,2023-03-03 09:47:50,25,143.2354,3580.88,7.89,Completed
860,19,43,BUY,2023-10-11 14:54:45,25,529.9923,13249.81,2.39,Completed
861,43,17,SELL,2024-01-11 15:37:04,250,103.9536,25988.4,6.5,Completed
862,28,18,SELL,2024-03-07 10:29:47,250,122.2737,30568.43,5.46,Completed
863,3,12,SELL,2023-08-30 10:57:38,50,153.2377,7661.88,8.85,Completed
864,1,10,BUY,2023-06-22 10:58:18,25,41.7915,1044.79,8.36,Pending
865,97,6,SELL,2023-12-15 12:52:26,10,16.3069,163.07,1.72,Completed
866,53,28,BUY,2023-05-08 11:12:20,10,198.2756,1982.76,0.68,Completed
867,80,35,BUY,2023-05-12 12:29:28,50,228.8238,11441.19,0.95,Completed
868,36,11,SELL,2023-12-19 12:11:34,50,118.6019,5930.1,4.09,Completed
869,34,12,BUY,2023-08-23 11:19:15,100,152.6077,15260.77,5.4,Completed
870,59,16,BUY,2023-10-30 15:03:29,10,126.4417,1264.42,3.22,Completed
871,56,16,SELL,2023-09-27 09:30:28,50,138.9393,6946.97,0.97,Completed
872,6,12,BUY,2023-08-01 15:12:20,50,135.2025,6760.12,8.06,Completed
873,7,27,SELL,2023-10-20 14:29:48,100,150.9779,15097.79,6.53,Completed
874,82,36,SELL,2023-03-03 11:48:15,25,326.641,8166.03,6.38,Completed
875,19,24,BUY,2024-01-03 15:49:33,10,188.7784,1887.78,8.93,Completed
876,70,16,BUY,2024-03-15 09:55:59,25,121.9131,3047.83,0.12,Completed
877,76,26,BUY,2024-01-16 12:13:54,50,273.4435,13672.17,6.0,Completed
878,21,48,BUY,2023-05-11 12:11:12,50,170.1883,8509.41,4.26,Cancelled
879,75,42,BUY,2023-11-24 14:26:01,250,351.6773,87919.32,5.48,Completed
880,86,33,BUY,2023-10-05 09:48:46,250,375.5616,93890.4,5.49,Cancelled
881,59,16,BUY,2023-04-14 09:33:30,100,155.6184,15561.84,1.72,Completed
882,41,7,SELL,2023-12-01 13:36:01,50,29.2845,1464.23,5.57,Completed
883,59,29,BUY,2023-11-23 15:39:54,100,220.2051,22020.51,7.97,Completed
884,57,22,SELL,2023-04-03 13:53:08,10,259.8734,2598.73,5.14,Completed
885,28,28,BUY,2023-08-15 10:13:42,25,272.8128,6820.32,0.73,Pending
886,81,37,SELL,2023-08-17 09:32:05,500,107.2484,53624.2,9.47,Completed
887,75,48,SELL,2024-03-11 11:58:42,25,323.1974,8079.94,5.22,Completed
888,2,42,BUY,2023-06-27 14:11:53,100,244.2923,24429.23,6.19,Completed
889,55,41,SELL,2023-08-29 09:41:07,10,390.4999,3905.0,4.95,Cancelled
890,5,29,BUY,2023-10-23 09:50:38,25,255.7256,6393.14,4.86,Cancelled
891,72,29,BUY,2023-11-28 14:20:32,25,179.8495,4496.24,9.24,Completed
892,29,29,BUY,2023-04-28 10:32:07,100,282.2867,28228.67,1.96,Completed
893,32,3,BUY,2023-10-30 14:04:47,10,42.0321,420.32,2.7,Completed
894,14,47,BUY,2023-07-17 13:05:54,25,199.6923,4992.31,8.23,Completed
895,94,38,BUY,2023-05-25 15:47:54,50,191.4323,9571.61,0.99,Completed
896,29,2,BUY,2023-07-21 12:00:44,250,44.7585,11189.62,1.87,Completed
897,59,27,BUY,2023-04-14 15:48:01,500,220.5625,110281.25,3.19,Completed
898,54,25,BUY,2023-06-05 15:08:39,100,245.4083,24540.83,0.49,Completed
899,58,48,BUY,2024-03-08 10:21:17,10,520.3748,5203.75,1.48,Completed
900,87,19,SELL,2023-04-28 10:04:08,10,167.566,1675.66,5.52,Completed
901,61,39,SELL,2024-01-25 15:48:18,25,396.822,9920.55,3.91,Completed
902,44,27,BUY,2024-03-11 14:56:17,25,287.2667,7181.67,7.59,Completed
903,3,47,BUY,2023-08-02 14:02:16,10,612.7241,6127.24,1.69,Completed
904,51,43,SELL,2023-12-15 14:29:49,100,500.1669,50016.69,7.65,Completed
905,26,22,BUY,2023-06-13 15:43:41,500,152.3291,76164.55,8.0,Completed
906,82,29,SELL,2024-03-15 09:49:54,50,228.7347,11436.74,7.6,Completed
907,46,31,BUY,2023-08-30 10:31:50,50,186.7694,9338.47,5.28,Completed
908,33,6,BUY,2023-04-26 13:35:15,10,21.1384,211.38,2.52,Completed
909,71,42,BUY,2023-11-01 15:54:02,100,236.7271,23672.71,7.82,Completed
910,70,1,BUY,2023-08-04 15:10:37,50,27.033,1351.65,7.55,Completed
911,82,29,SELL,2023-12-11 14:03:14,25,162.1423,4053.56,1.34,Completed
912,99,6,BUY,2023-08-08 12:37:52,10,42.3856,423.86,3.13,Pending
913,70,47,SELL,2023-07-31 11:02:22,25,312.0483,7801.21,4.58,Completed
914,95,8,BUY,2023-09-27 15:56:15,10,31.2839,312.84,3.21,Completed
915,29,35,BUY,2023-05-25 11:20:32,10,394.8727,3948.73,6.26,Completed
916,32,1,BUY,2023-03-10 10:57:51,10,15.597,155.97,7.16,Completed
917,36,29,SELL,2023-04-04 11:02:21,50,169.6673,8483.36,1.55,Completed
918,33,30,BUY,2023-10-23 15:49:48,100,260.9834,26098.34,7.33,Completed
919,59,2,SELL,2023-04-21 10:25:34,250,21.9103,5477.57,8.89,Completed
920,67,10,SELL,2023-03-14 12:38:28,25,25.8451,646.13,6.84,Completed
921,39,13,SELL,2023-08-10 15:56:19,10,120.6373,1206.37,1.39,Completed
922,52,33,BUY,2023-11-13 09:42:07,100,257.4792,25747.92,3.91,Completed
923,78,11,BUY,2023-04-06 10:26:14,250,121.2341,30308.52,8.31,Completed
924,61,21,BUY,2023-03-03 11:42:22,50,292.9032,14645.16,2.74,Completed
925,89,33,SELL,2023-07-20 13:29:09,10,357.7344,3577.34,6.85,Completed
926,92,45,BUY,2023-06-27 12:59:32,25,195.2893,4882.23,2.26,Completed
927,75,12,BUY,2023-09-06 11:20:03,50,183.2377,9161.89,8.8,Completed
928,76,37,SELL,2023-03-23 09:58:09,10,168.5962,1685.96,7.36,Completed
929,13,24,BUY,2023-10-26 13:44:13,25,243.5259,6088.15,8.78,Pending
930,62,29,SELL,2023-04-28 09:57:44,500,166.6613,83330.65,6.46,Pending
931,10,45,SELL,2024-02-05 14:22:45,10,405.2915,4052.91,1.55,Completed
932,52,17,SELL,2023-09-04 15:27:41,25,110.9361,2773.4,5.1,Completed
933,17,36,BUY,2023-03-07 10:07:28,25,179.4964,4487.41,1.5,Completed
934,95,11,SELL,2023-11-03 12:31:00,10,174.3345,1743.34,3.9,Pending
935,17,20,BUY,2023-07-24 13:03:24,10,148.1605,1481.61,8.82,Completed
936,35,5,SELL,2024-03-04 14:11:42,500,48.7258,24362.9,3.73,Completed
937,64,1,BUY,2024-03-12 14:00:49,10,26.8399,268.4,0.21,Completed
938,66,40,SELL,2023-06-12 14:08:47,100,301.3369,30133.69,3.8,Completed
939,86,15,SELL,2023-12-28 11:36:53,50,132.7911,6639.56,1.18,Pending
940,47,29,BUY,2023-06-02 12:35:57,10,180.4204,1804.2,6.57,Completed
941,43,34,BUY,2023-08-30 11:38:16,10,167.062,1670.62,4.61,Completed
942,37,10,BUY,2023-06-20 15:47:05,50,35.4421,1772.11,9.51,Completed
943,53,22,BUY,2023-03-10 13:26:38,50,180.9975,9049.88,2.64,Completed
944,21,46,SELL,2023-08-17 12:09:19,50,276.086,13804.3,0.83,Completed
945,23,16,BUY,2023-08-14 15:13:36,10,119.2304,1192.3,1.23,Completed
946,62,19,SELL,2023-08-30 10:43:57,25,197.339,4933.48,8.55,Completed
947,37,46,BUY,2023-08-02 10:19:22,10,178.2222,1782.22,3.47,Completed
948,70,1,SELL,2023-05-04 12:38:30,10,49.9258,499.26,7.79,Completed
949,72,1,SELL,2023-05-19 12:33:37,25,16.4137,410.34,7.57,Completed
950,100,16,SELL,2023-10-18 14:56:24,10,160.3606,1603.61,9.45,Completed
951,99,34,BUY,2023-08-18 09:30:44,25,209.7415,5243.54,3.79,Completed
952,50,6,BUY,2024-02-27 14:07:04,25,36.4387,910.97,3.13,Completed
953,26,6,SELL,2023-08-01 15:53:09,100,49.2549,4925.49,9.44,Completed
954,10,38,SELL,2023-03-13 11:39:01,25,242.5121,6062.8,9.66,Completed
955,38,24,BUY,2023-11-21 15:11:08,25,180.9833,4524.58,4.14,Completed
956,42,26,BUY,2024-02-29 13:15:01,25,168.4502,4211.26,6.28,Cancelled
957,89,24,BUY,2023-11-15 15:59:03,50,204.5518,10227.59,5.93,Completed
958,36,2,SELL,2023-08-25 10:55:31,10,29.1681,291.68,8.66,Completed
959,88,46,BUY,2023-09-15 14:15:52,50,306.005,15300.25,1.47,Completed
960,75,23,SELL,2024-01-01 12:07:21,10,270.9947,2709.95,4.69,Completed
961,78,41,SELL,2024-02-29 09:45:30,10,526.2512,5262.51,2.16,Completed
962,57,14,SELL,2024-02-28 12:46:49,25,101.3896,2534.74,8.89,Completed
963,8,11,BUY,2023-11-07 09:30:32,10,111.2395,1112.39,2.87,Completed
964,18,19,BUY,2023-09-14 14:26:45,10,195.8358,1958.36,4.59,Completed
965,10,11,SELL,2023-03-10 12:40:59,50,190.2149,9510.75,4.37,Completed
966,9,5,BUY,2023-08-28 09:37:10,100,31.666,3166.6,8.68,Completed
967,71,28,BUY,2023-12-26 11:56:39,25,240.7368,6018.42,6.1,Completed
968,38,26,SELL,2024-01-22 14:28:01,25,254.8623,6371.56,5.37,Completed
969,30,17,SELL,2024-02-08 15:29:32,25,160.4729,4011.82,5.89,Completed
970,95,33,BUY,2024-01-08 13:11:08,250,266.3934,66598.35,7.56,Completed
971,87,22,BUY,2023-08-15 10:58:04,25,210.6786,5266.97,9.99,Completed
972,96,48,SELL,2023-08-08 15:53:38,100,631.3445,63134.45,1.92,Completed
973,91,50,BUY,2023-09-13 12:47:59,100,251.7252,25172.52,0.87,Completed
974,95,9,BUY,2023-11-08 13:05:28,100,44.0562,4405.62,5.6,Completed
